_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Episode,PolicyLoss,PolicyEntropy,KL,Beta,_lr_multiplier,ValFuncLoss,ExplainedVarNew,ExplainedVarOld
-57.15268985564052,2500,-0.1475218182401006,-1.5969604954106729,0.6272344588145102,0.05448144886085452,-0.26992482,-2.410738,2.1499774,0.39270538,-4.3343106881366114e-17,-2.175651780202551,2.1755149310632294,0.9999949010422501,-0.1383888820935725,-0.34231560463405064,-0.0006088411160224362,0.005890602267186983,50,-0.011197722,1.8290455,0.009352513,1.5,1.0,0.0020302770450571894,0.6576168854921307,-22.657980325535863
-51.26714793183915,2500,0.09468692848076718,-0.8180033997114922,1.2879489262129686,0.0541020811451493,0.12947053,-2.4294531,2.2093842,0.39605147,-6.821210263296961e-17,-3.1456722896356304,3.140895029907796,0.99996658544803,-0.1196679428585001,-0.3148114617631893,-0.000467512205729341,0.004849974817956694,100,-0.0059012696,1.8179178,0.004073661,1.5,1.0,0.002014264374155938,0.5853711292507431,-0.27185953288955433
-47.606452707138104,2500,0.03636593256268693,-0.7840964514043071,1.199102218954218,0.049037497043328666,0.06552312,-2.2868443,2.0798752,0.37761042,-5.684341886080802e-17,-2.45625096257363,3.74665714170508,0.9999510761382465,-0.10968521042152612,-0.2792393392554536,-0.0005172561457942982,0.004139341393359164,150,-0.0049800575,1.8035789,0.0028394468,1.5,1.0,0.0009419996091070794,0.7775500762393294,0.512017992154405
-46.941010212944455,2500,0.033356637791414866,-0.8508014452438079,1.0684143133386983,0.04598119242168735,0.07954735,-1.8585117,2.125614,0.36948973,-3.126388037344441e-17,-3.0116159021279993,2.6261094540118517,0.9999201652439705,-0.10836420290742253,-0.2812823011460141,-0.0005220760265762129,0.0038969194624081994,200,-0.0030374848,1.7893307,0.0011093222,1.0,1.0,0.0006265669646480492,0.8420590840730708,0.7633801179317653
-47.872925246088144,2500,0.025258022214583675,-0.9780209712520938,1.3202650720891926,0.05091830699897929,0.081718594,-2.0183427,2.329947,0.3721611,-2.842170943040401e-17,-3.2074071112505873,2.923982465764998,0.9998959632444183,-0.11152092454766305,-0.2553255466271937,-0.0004907049016352906,0.003873063665136786,250,-0.007617334,1.7747467,0.0051810453,1.0,1.0,0.0004248254806476602,0.8962956110484228,0.866439246345452
-46.10266322439545,2500,0.026312338589633773,-0.9339694324130731,1.14727366131345,0.0442041836704126,0.055733178,-1.9908044,1.9748702,0.36222526,0.0,-3.328836100524238,3.3405261109108886,0.9998769932651339,-0.10602236265346605,-0.2685600760785962,-0.00036538804532962955,0.0035590822887761327,300,-0.007469824,1.759262,0.0052632918,1.0,1.0,0.00036659853937151646,0.8989154049190204,0.8854071558847307
-45.15089242694931,2500,0.006568971896243486,-1.0807286066544217,1.257234971001024,0.050680868504716724,0.02120606,-2.1644228,2.1734514,0.35491335,0.0,-4.1739367843832795,3.2725033321543044,0.999882718636985,-0.10431944870750567,-0.26482367415420455,-0.0007602070460164602,0.0035080939668750773,350,-0.00834105,1.7441106,0.004912191,1.0,1.0,0.00039924208992090965,0.8880028972511693,0.8726824657599851
-45.016810424310776,2500,0.011243000233996846,-0.927800373195002,1.1868887041345746,0.05278382932331407,0.04889381,-2.127824,2.16344,0.35120866,2.842170943040401e-17,-3.5924711483809797,2.6218908252861564,0.9998872605528517,-0.10480152766926662,-0.28835818791502105,-0.0005208675538379133,0.0037153060224811084,400,-0.0070467507,1.7294719,0.00339598,1.0,1.0,0.00046427026550492645,0.8750613571301971,0.8702399030681329
-43.76337602284534,2500,0.0007854926022411729,-1.2185644167505751,1.339053719849932,0.05140265501721073,0.025879586,-2.2867887,2.0111685,0.3377815,2.2737367544323207e-17,-4.104952938800358,2.4391420309453116,0.9998864751758847,-0.09951173539746913,-0.28097475900208513,-0.0004580502066599483,0.0034794277084165865,450,-0.0072608455,1.7158369,0.004471974,1.0,1.0,0.0004022757044154247,0.8847450088796327,0.8480618652254484
-43.31706876573312,2500,0.007519857883843789,-1.0703861902462448,1.1615072008218077,0.050697744541190776,0.019409766,-1.9120923,2.0821366,0.3376752,-2.2737367544323207e-17,-3.4482732475024744,2.6996659650313974,0.9998705537573768,-0.10130458989850741,-0.2453421645182222,-0.0004922918040077373,0.0033243440763080514,500,-0.00689923,1.7031579,0.0041782474,1.0,1.0,0.00035207356531679875,0.8965668928079488,0.8874848922400256
-44.441848696104806,2500,0.005304802888624186,-1.0420276469872076,1.059727746555283,0.049930462141914156,0.0077969893,-1.8660446,2.1057107,0.33973134,1.4210854715202004e-17,-2.751604857352309,2.7698575899091944,0.9998712628027306,-0.10288383363337453,-0.25942968611360984,-0.0006010019128559744,0.0035236848127344522,550,-0.009086694,1.6897812,0.00538639,1.0,1.0,0.00031894268644820113,0.9102605353112767,0.8961228405350036
-42.63587815304221,2500,0.003067688364647858,-1.0136732082956617,0.9676974539210342,0.05182637921553307,0.010523344,-2.0939395,2.4579635,0.3224314,-1.1368683772161604e-17,-2.9838469647715007,2.914556226009997,0.9998752311886546,-0.09859945773253825,-0.24540277602471292,-0.0003049768275167578,0.003340261389564117,600,-0.007753407,1.6770512,0.006028861,1.5,1.0,0.0003638844033160879,0.8916251522308289,0.8800338957132725
-43.36302878902614,2500,0.013470356893683838,-1.0218486910419902,1.0224424146261453,0.05102777106564893,0.02080262,-2.0114276,2.209709,0.3281648,1.1368683772161604e-17,-4.136999086544084,2.861747105896707,0.9998557334552908,-0.09857887730535937,-0.24817035508516241,-0.00023066609277176242,0.0034359472662608952,650,-0.0054658544,1.6650417,0.0016307138,1.5,1.0,0.0002706286482264421,0.9213317686457413,0.9161207527804621
-40.113436163525805,2500,-9.075129785296951e-05,-1.1716573749270287,1.2318880831423258,0.050112773999158054,0.0074337646,-1.7348069,2.0338821,0.3072877,4.5474735088646414e-17,-3.042253386567003,4.059263362013379,0.999855139251921,-0.09259475292126317,-0.23247026759353306,-0.00034421748207507237,0.0028830943906268673,700,-0.005036433,1.6537493,0.0021923028,1.5,1.0,0.0002759309019463745,0.9098714895564645,0.8978813661043754
-41.43870129889394,2500,-0.005147579018687083,-1.333616278403131,1.0026166129746825,0.05229655184929385,-0.0044285264,-2.6672597,2.067386,0.31913885,-1.1368683772161604e-17,-4.187465936746271,2.6206369886961967,0.9998749269148614,-0.09610135379745463,-0.2623565571033119,-0.0004291421679897731,0.00322750887104051,750,-0.0044872435,1.6419598,0.0010824422,1.0,1.0,0.0003960576748221466,0.8772876375647611,0.8678340083026861
-40.866725783672436,2500,-0.009978686578603424,-1.1199844212717005,1.0321328494671524,0.049176049734198694,-0.010140039,-1.98826,1.9162319,0.31452152,-2.2737367544323207e-17,-4.5718829258804545,2.8871669400073583,0.9998607483427768,-0.09503282514235377,-0.24713504995773064,-0.0004089804676954659,0.002898655019589975,800,-0.008641691,1.6296651,0.005243334,1.0,1.0,0.0003197213461562364,0.890124488101524,0.8831268860113923
-40.38195247668936,2500,-0.010612948254933696,-1.1340654506373657,1.2446572540924654,0.04871942346397053,-0.010831563,-2.2117927,2.0790257,0.3088982,0.0,-3.020033168746275,3.5606273412356186,0.9998602877902533,-0.09267516976169675,-0.22673388593758456,-0.0005302176063468292,0.0028266370532603192,850,-0.006471457,1.6178133,0.004444248,1.0,1.0,0.00025900912935370135,0.9114255277135497,0.8873927182258784
-39.87139620879225,2500,-0.007529363953122136,-1.5050196894719552,1.2354798624575034,0.04962636620976673,-0.006854361,-1.9000914,2.1714582,0.3068477,1.1368683772161604e-17,-3.0480247754004677,3.0968249496879565,0.9998456809301213,-0.09083058520476335,-0.23235486489651447,-0.0005511931364211464,0.0028283155301449636,900,-0.005549402,1.60587,0.0021528427,1.0,1.0,0.00024752572231068556,0.9124888991180872,0.9081038433994788
-39.99640883932557,2500,-0.00815770733239866,-1.2430225270298807,1.2600129051369904,0.05267297044876779,0.001355928,-1.9499762,1.8523147,0.30315885,1.1368683772161604e-17,-4.782624341378952,2.4839736783666218,0.9998599529615494,-0.09185982846817427,-0.2354389436504746,-0.00044681377602129763,0.0028234089494626057,950,-0.0066352775,1.5942436,0.0036549664,1.0,1.0,0.0002966898391459844,0.8982231068984419,0.8851172352418493
-38.73739958094338,2500,-0.003578833483833274,-1.3992471155586423,1.0772755106255507,0.054005247262503164,0.0018921993,-1.8260376,1.8647494,0.28987366,1.7053025658242403e-17,-3.5447650443120717,2.7968300317865893,0.9998592030264993,-0.0901736167016152,-0.2134952533515106,-0.0008539374321153338,0.0026767544473757098,1000,-0.007037817,1.5833263,0.005427306,1.0,1.0,0.0002592237630995406,0.9036130338980732,0.8818853862672352
-38.893127932125225,2500,-0.0019541459416141634,-1.483922795416321,1.008085128822652,0.05279407912470469,0.0013589954,-1.92471,1.936453,0.29422733,-5.684341886080802e-18,-3.440228895105248,2.7728806006542217,0.9998443247445024,-0.08981558287219911,-0.22884744242846508,-0.00033363098789026695,0.002599387353191385,1050,-0.004600103,1.5722315,0.0027278431,1.0,1.0,0.00023921725375130497,0.9082429566886376,0.8982571344921481
-38.794204345646655,2500,-0.000862191108859001,-1.2140452204293222,1.0630394710144349,0.052113180855381774,-0.027694931,-2.0207877,1.791725,0.28738463,-3.4106051316484806e-17,-4.347162445314522,3.958740998877682,0.9998313847108399,-0.08911525444926262,-0.2591573615146059,-0.000450112341589109,0.0026682070297760134,1100,-0.007891126,1.5607609,0.0035367764,1.0,1.0,0.00020810528974643096,0.922085723589253,0.9153871394183197
-37.93024362078363,2500,-0.013582394128837764,-1.2110278508828365,1.0309193480042533,0.04917106221356634,-0.022365443,-1.8380795,1.6843102,0.28141162,1.1368683772161604e-17,-3.55894868358007,2.350739344367961,0.9998453654008115,-0.08713210324561173,-0.21850112020256568,-0.001010295622323003,0.002578260557126967,1150,-0.007083484,1.550117,0.00432586,1.0,1.0,0.00019252282380631278,0.9257233307251596,0.9010515946226634
